,ProductName,ProductPrice,ProductDiscount
389,X_Plrphase Running Shoes For Women,"₹7,999","₹10,999"
390,TERREX SOULSTRIDE FLOW W Running Shoes For Women,"₹12,999","₹9,799"
391,PUREBOOST 23 W Running Shoes For Women,"₹9,999","₹9,099"
392,ULTRABOUNCE W Running Shoes For Women,"₹6,599","₹5,599"
393,PUREBOOST 23 W Running Shoes For Women,"₹17,999","₹9,099"
394,OSADE Tennis Shoes For Women,"₹12,999","₹5,499"
395,Running Shoes For Women,"₹17,999","₹4,619"
396,Dash-Run W Running Shoes For Women,NA,"₹4,999"
397,X_PLRBOOST Running Shoes For Women,NA,"₹10,799"
398,DROPSET 2 TRAINER W Training & Gym Shoes For Women,NA,"₹9,099"
399,ULTRABOOST 22 W Running Shoes For Women,NA,"₹10,799"
