ProductName,ProductPrice,ProductDiscount,Brand,Gender
Daybreak Sneakers For Women,7095,7995,Nike,Women
Running Shoes For Women,6239,6239,Nike,Women
W Blazer Low Platform Ess Running Shoes For Women,8195,7209,Nike,Women
Renew In Season TR11 Training & Gym Shoes For Women,5995,5279,Nike,Women
WMNS NKAIR WINFLO 9 Running Shoes For Women,8495,7479,Nike,Women
In Season TR 13 Running Shoes For Women,6295,5539,Nike,Women
NK Run Swift 2 Women's Road Running Shoes Running Shoes...,5495,4199,Nike,Women
W RENEW IN-SEASON TR 12 Training & Gym Shoes For Women,6295,3593,Nike,Women
Air Max Excee Running Shoes For Women,7995,7039,Nike,Women
W Dbreak Se Running Shoes For Women,9695,7271,Nike,Women
NK Air Max Bella TR 5 Women's Training Shoes Training &...,7495,3769,Nike,Women
NK City Rep TR Women's Training Shoes Training & Gym Sh...,4995,3539,Nike,Women
Running Shoe For Women,6995,6019,Nike,Women
NK Renew Serenity Run 2 Women's Road Running Shoes Runn...,7095,3939,Nike,Women
Waffle Debut Running Shoes For Women,5695,5009,Nike,Women
Legend Essential 3 NN P Running Shoes For Women,5695,5009,Nike,Women
Court Legacy 's Mule Tennis Shoes For Women,3995,3439,Nike,Women
Flex Experience Run 11 Running Shoes For Women,4995,4399,Nike,Women
WMNS NKQUEST 5 Running Shoes For Women,6295,5409,Nike,Women
Slip On Sneakers For Women,4495,3959,Nike,Women
Vomero 17 Running Shoes For Women,14995,13199,Nike,Women
W NIKE ZOOM BELLA 6 Training & Gym Shoes For Women,7495,6599,Nike,Women
Juniper Trail 2 Nn Running Shoes For Women,7995,7095,Nike,Women
Legend React 2 Running Shoes For Women,7039,7039,Nike,Women
React Infinity Run Fk 3 Running Shoes For Women,13995,12319,Nike,Women
Zoom Bella 6 Training & Gym Shoes For Women,8495,5097,Nike,Women
W Air Max 90 Futura Running Shoes For Women,12795,11259,Nike,Women
Tennis Shoes For Women,5695,5009,Nike,Women
Court Royale Prem Running Shoes For Women,4995,4399,Nike,Women
Running Shoes For Women,14995,13199,Nike,Women
Air Zoom Pegasus 38 WoRoad s Running Shoes For Women,5995,8799,Nike,Women
Renew In-Season TR 11 Wo Training & Gym Shoes For Women,3995,3449,Nike,Women
NK Court Royale 2 Next Nature Women's Shoes Sneakers Fo...,8595,3519,Nike,Women
Airmax Systm Running Shoes For Women,7095,7559,Nike,Women
Downshifter 12 Running Shoes For Women,16995,3116,Nike,Women
MC Trainer 2 Training & Gym Shoes For Women,10995,3986,Nike,Women
Tennis Shoes For Women,7495,7649,Nike,Women
Flex Experience Run 11 NN Running Shoes For Women,4995,4399,Nike,Women
City Trainer 3 's Training & Gym Shoes For Women,12795,4299,Nike,Women
React Miler Running Shoes For Women,9695,9679,Nike,Women
Motiva Training & Gym Shoes For Women,4995,8529,Nike,Women
W Downshifter 12 Running Shoes For Women,8695,6329,Nike,Women
Run Swift 3 Running Shoes For Women,5539,5539,Nike,Women
Airmax Correlate Training & Gym Shoes For Women,7995,7039,Nike,Women
W NIKE RENEW RIDE 3 PRM Running Shoes For Women,7095,4699,Nike,Women
Walking Shoes For Women,4995,4399,Nike,Women
W Renew In-Season Tr 12 Training & Gym Shoes For Women,6295,5539,Nike,Women
W Superrep Go 3 Nn Fk Running Shoes For Women,8895,7829,Nike,Women
W NKRENEW RIDE 3 Running Shoes For Women,6295,5409,Nike,Women
Running Shoes For Women,6995,6159,Nike,Women
Superrep Go 3 Nn Fk Training & Gym Shoes For Women,8895,7649,Nike,Women
Court Vision Low NN NU Sneakers For Women,7095,6239,Nike,Women
Nike Women Black Solid Flex Experience Run 11 Next Natu...,4995,4399,Nike,Women
Space Hippie 04 Running Shoes For Women,10995,9679,Nike,Women
Training & Gym Shoes For Women,8895,7829,Nike,Women
W Run Swift 3 Running Shoes For Women,6295,5409,Nike,Women
React Infinity Run FI Running Shoes For Women,13995,12319,Nike,Women
W Mc Trainer Training & Gym Shoes For Women,5495,4839,Nike,Women
City Trainer 3 Sneakers For Women,4995,4399,Nike,Women
WMNS NKWAFFLE DEBUT Running Shoes For Women,6295,4399,Nike,Women
Walking Shoes For Women,9795,8619,Nike,Women
Running Shoes For Women,11995,10559,Nike,Women
Pegasus Turbo Next Nature Running Shoes For Women,14195,12489,Nike,Women
City Rep Tr Training & Gym Shoes For Women,4995,4399,Nike,Women
WMNS NIKE REACT ESCAPE RN 2 Running Shoes For Women,8695,3979,Nike,Women
Wearallday Sneakers For Women,5695,3986,Nike,Women
WMNS NKAIR ZOOM PEGASUS 39 Running Shoes For Women,10495,9239,Nike,Women
Juniper Trail 2 Next Nature Running Shoes For Women,7095,4966,Nike,Women
Wmns Court Legacy Lift Sneakers For Women,7495,6599,Nike,Women
W Air Max Intrlk Lite Running Shoes For Women,7095,6239,Nike,Women
WMNS LUNAR APPARENT Running Shoes For Women,7295,6419,Nike,Women
Nike React Miler 3 Women's Road Running Shoes Running S...,10495,9239,Nike,Women
Free RN NN Training & Gym Shoes For Women,8695,5651,Nike,Women
Renew Serenity Run Premium WoRoad s Running Shoes For W...,7195,4849,Nike,Women
City Rep TR 's Training & Gym Shoes For Women,4995,4399,Nike,Women
W BLAZER LOW PLATFORM ESS Sneakers For Women,8595,7559,Nike,Women
W Crater Impact Running Shoes For Women,8295,7129,Nike,Women
Couryt Royale AC Sneakers For Women,5695,5009,Nike,Women
Court Legacy 's Tennis Shoes For Women,4495,3959,Nike,Women
Running Shoes For Women,9195,8089,Nike,Women
Air Max Scorpion Fk Sneakers For Women,22995,20239,Nike,Women
Running Shoes For Women,8895,7829,Nike,Women
NK Renew Run 2 Women's Road Running Shoes Running Shoes...,7195,6329,Nike,Women
NK Renew In-Season TR 12 Women's Training Shoes Trainin...,6295,5414,Nike,Women
Running Shoes For Women,6495,5719,Nike,Women
