ProductName,ProductPrice,ProductDiscount,Brand,Gender
SUMMITS-DAILY FLOURISH Walking Shoes For Women,5799,3357,Skechers,Women
GO RUN MOJO 2.0-TINKER Running Shoes For Women,7999,4199,Skechers,Women
ULTRA FLEX 2.0 Running Shoes For Women,4499,3479,Skechers,Women
D'LITES-DAZZLING CAN Casuals For Women,6999,4529,Skechers,Women
BEACH BINGO - PAWSITIVITY Sneakers For Women,7499,2559,Skechers,Women
SKECH-AIR EDGE - FIVE STAR Walking Shoes For Women,6999,4699,Skechers,Women
D'LITES-WHIMSICAL DREAM Casuals For Women,8499,4261,Skechers,Women
Uno - Stand On Air Sneakers For Women,5422,5422,Skechers,Women
D'Lites-Fresh Air Sneakers For Women,6585,6585,Skechers,Women
GO Run 400 Running Shoes For Women,3799,3789,Skechers,Women
D'LITES ARCH FIT-BET Sneakers For Women,7999,4619,Skechers,Women
GO WALK JOY- GRATIFY Running Shoes For Women,5499,4260,Skechers,Women
GO WALK 6 - BOLD VISION Slip On Sneakers For Women,7999,6197,Skechers,Women
GO WALK TRAVEL - RAD Walking Shoes For Women,5999,3239,Skechers,Women
GO RUN CONSISTENT - Running Shoes For Women,6999,3739,Skechers,Women
ULTRA FLEX - STATEMENTS Running Shoes For Women,5999,5199,Skechers,Women
SUMMITS - GLOWING GLITZ Slip On Sneakers For Women,3799,2747,Skechers,Women
ARCH FIT-DREAMY DAY Sneakers For Women,8999,6972,Skechers,Women
GO RUN PERSISTENCE Running Shoes For Women,9999,4759,Skechers,Women
GO WALK 6 - ICONIC HEARTS Walking Shoes For Women,6499,3899,Skechers,Women
ARCH FIT VISTA-ENTRANCED Sneakers For Women,7499,4499,Skechers,Women
BEACH BINGO - ROVERS RALLY Sneakers For Women,4499,2449,Skechers,Women
GLIDE-STEP SPORT Canvas Shoes For Women,8499,5707,Skechers,Women
GO WALK SMART 2 Slip On Sneakers For Women,6499,5035,Skechers,Women
SPLIT - OVERPASS Slip On Sneakers For Women,7999,3219,Skechers,Women
Go Run 400-Optimal Casuals For Women,5999,4799,Skechers,Women
SKECH-LITE PRO-PERFE Running Shoes For Women,8499,3589,Skechers,Women
ARCH FIT-POWER STEP Running Shoes For Women,7499,5079,Skechers,Women
FLEX COMFORT - GRIND Sneakers For Women,4999,5810,Skechers,Women
Ultra Flex 2.0-Delightful Spo Running Shoes For Women,10999,3357,Skechers,Women
GO WALK MASSAGE FIT - UPSURGE Walking Shoes For Women,7499,7953,Skechers,Women
GO WALK ARCH FIT - IMAGINED Sneakers For Women,7499,4499,Skechers,Women
GO WALK EVOLUTION ULTRA Walking Shoes For Women,3999,5810,Skechers,Women
DYNAMIGHT Walking Shoes For Women,6499,3989,Skechers,Women
GO WALK 4 - SUPER SOCK 4 Walking Shoes For Women,5999,3899,Skechers,Women
D'LUX WALKER-COOL GR Casuals For Women,8499,3599,Skechers,Women
GO WALK ARCH FIT - OUR EARTH Walking Shoes For Women,3299,5949,Skechers,Women
GRACEFUL-GET CONNECTED Walking Shoes For Women,5499,3289,Skechers,Women
GO WALK 5 - EXQUISITE Walking Shoes For Women,7499,3692,Skechers,Women
ARCH FIT-COOL OASIS Sneakers For Women,8999,4261,Skechers,Women
GO WALK ARCH FIT - D Walking Shoes For Women,6999,6972,Skechers,Women
GO WALK SMART 2 - CHERLIN Walking Shoes For Women,5999,5422,Skechers,Women
Casuals For Women,5499,3249,Skechers,Women
GO WALK JOY Walking Shoes For Women,6499,3692,Skechers,Women
C-LITES - DAILY Sneakers For Women,3899,3899,Skechers,Women
Running Shoes For Women,2999,1799,Skechers,Women
Luminate - She'S Magnificent Walking Shoes For Women,5499,3299,Skechers,Women
C-LITES - DAILY Sneakers For Women,6499,3899,Skechers,Women
JUNO - HOTNESS Casuals For Women,7999,4209,Skechers,Women
BOBS BEYOND - LEGEND Canvas Shoes For Women,4999,2889,Skechers,Women
GO RUN FAST - Running Shoes For Women,5999,4648,Skechers,Women
GO RUN PURE 3 Running Shoes For Women,7999,6197,Skechers,Women
C-Lites - Daily Sneakers For Women,6499,3419,Skechers,Women
GO WALK EVOLUTION ULTRA-LEGAC Walking Shoes For Women,5999,4648,Skechers,Women
SKECH-LITE PRO Sneakers For Women,5499,4260,Skechers,Women
MAX CUSHIONING HYPER BURST Running Shoes For Women,9999,7230,Skechers,Women
THE STELLAR - JODI Sneakers For Women,7999,3699,Skechers,Women
BLOCK - TRINITY Sneakers For Women,6999,3459,Skechers,Women
D'LITES-WHIMSICAL DREAM Casuals For Women,7499,5810,Skechers,Women
BEACH BINGO - PUPS RULE Sneakers For Women,4499,2589,Skechers,Women
GLIDE-STEP FLEX Walking Shoes For Women,7499,5810,Skechers,Women
GO WALK FLEX - OCEAN WIND Walking Shoes For Women,5499,4260,Skechers,Women
UNO 2 - GOLDEN TRIM Sneakers For Women,8499,3951,Skechers,Women
VIPER Training & Gym Shoes For Women,5999,3599,Skechers,Women
GO WALK 6 - ADORA Walking Shoes For Women,5999,4648,Skechers,Women
"Skechers UNO - 2 MUCH FUN Casual Party Wear for Womens,...",7499,5035,Skechers,Women
BOBS B CUTE - POLKA Canvas Shoes For Women,4499,2699,Skechers,Women
ULTRA FLEX - HARMONIOUS Walking Shoes For Women,5999,3599,Skechers,Women
MIRA-RETRO ROW Sneakers For Women,8499,5707,Skechers,Women
SKECH-AIR DYNAMIGHT-PERFECT STEPS Sneakers For Women,5499,3299,Skechers,Women
D'LUX WALKER-INFINITE MOTION Casuals For Women,6999,5784,Skechers,Women
D'LITES 4.0-TRUE GLO Sneakers For Women,8999,5309,Skechers,Women
UNO - STAND ON AIR Sneakers For Women,6999,4199,Skechers,Women
Go Walk Arch Fit - Hazel Slip On Sneakers For Women,8499,6585,Skechers,Women
Ultra Flex 2.0 Sneakers For Women,5799,3894,Skechers,Women
"Skechers VAPOR FOAM Casual Sneakers for Womens, Natural...",6499,5035,Skechers,Women
UPBEATS - RHYTHM Casuals For Women,7999,5371,Skechers,Women
GO RUN MOJO 2.0-ESCAPE Running Shoes For Women,5999,4028,Skechers,Women
GO WALK WORKOUT WALKER -OUTPACE Walking Shoes For Women,11999,8676,Skechers,Women
GO WALK ARCH FIT - DYNAMIC VI Walking Shoes For Women,6999,4899,Skechers,Women
GO RUN CONSISTENT-BRIGHT LOGICS Running Shoes For Women,6999,4699,Skechers,Women
BOBS PLUSH - BONE & COLLAR Casuals For Women,3999,2399,Skechers,Women
ULTRA FLEX 3.0-CLASSY CHARM Slip On Sneakers For Women,5999,4648,Skechers,Women
